738,413693030,兴通油69
739,413695640,兴通89
740,413696210,兴通99
741,413697790,兴通9
742,413697810,兴通10
743,413700140,兴通66
744,413699940,兴通19
746,412459820,兴通16
1130,413693020,兴通油59
291,125688899,帆顺666
415,413450060,中匀17
984,413446080,祥鸿3
256,413440940,华辰56
490,413445560,舟海油78
563,413406850,嘉利7
1379,413450770,安申5
506,413441170,浙兴169
927,413449160,奥泰2
998,413482980,佳酉11号
21,413456580,建桥801
